;;;;Sales Analysis;;;;;;;;
Pienaar Bros North (Pty) Ltd;;;;;;;;;;;;
From:;01/01/2026;;;;;;;;;;;
To:;02/04/2026;;;;;;;;;;;
Sales Analysis Report;;;;;;;;;;Page 1 of 489;;
Item/Account;Description/Name;;TxDate;InvNum;Account;Unit Cost;Unit SellP;Quantity;Amount;Line Cost;Profit;GP %
;;;;;;;;;;;;
ACL120X60;Apron Chrome Leather 120 X 60cm;;23/01/2026;010-INV180167;TALF001_WAD;85;125,00;1;125,00;85,00;40,00;32,00
ACL90X60;Apron Chrome Leather 90X60 Seamless 1 Pc M/Buckles;;23/01/2026;010-INV180167;TALF001_WAD;89,95;125,00;1;125,00;89,95;35,05;28,04
RE941#04;Safety Takkie Rebel Ladies Light STC Grey/Pink S04;;23/01/2026;010-INV180167;TALF001_WAD;879,95;1 270,00;1;1 270,00;879,95;390,05;30,71
M6038;3M6038 (M2076) Hydrogen Fluoride Filter P3 CR1808;;23/01/2026;010-CRN04195;HATZ001_TVL;103,25;145,00;-60;-8 700,00;-6 195,00;-2 505,00;0,00
GFBBDOLO04;Safety Boot Grittgear Dolomite Black STC S04;;23/01/2026;010-INV180168;CASH_010_001;240;335,00;1;335,00;240,00;95,00;28,36
GFBBDOLO05;Safety Boot Grittgear Dolomite Black STC S05;;23/01/2026;010-INV180168;CASH_010_001;240;335,00;1;335,00;240,00;95,00;28,36
GFBBDOLO07;Safety Boot Grittgear Dolomite Black STC S07;;23/01/2026;010-INV180168;CASH_010_001;240;335,00;2;670,00;480,00;190,00;28,36
GFBBDOLO08;Safety Boot Grittgear Dolomite Black STC S08;;23/01/2026;010-INV180168;CASH_010_001;240;335,00;6;2 010,00;1 440,00;570,00;28,36
GFBBDOLO09;Safety Boot Grittgear Dolomite Black STC S09;;23/01/2026;010-INV180168;CASH_010_001;240;335,00;4;1 340,00;960,00;380,00;28,36
GFBBDOLO10;Safety Boot Grittgear Dolomite Black STC S10;;23/01/2026;010-INV180168;CASH_010_001;240;335,00;3;1 005,00;720,00;285,00;28,36
GFBBDOLO11;Safety Boot Grittgear Dolomite Black STC S11;;23/01/2026;010-INV180168;CASH_010_001;240;335,00;1;335,00;240,00;95,00;28,36
MBCSNJ54REF34;MB C/Suit Gold Range J54 Navy Refl Tape S34/87;;23/01/2026;010-INV180168;CASH_010_001;314,43;429,00;2;858,00;628,86;229,14;26,71
MBCSNJ54REF38;MB C/Suit Gold Range J54 Navy Refl Tape S38/97;;23/01/2026;010-INV180168;CASH_010_001;313,95;429,00;3;1 287,00;941,85;345,15;26,82
MBCSNJ54REF40;MB C/Suit Gold Range J54 Navy Refl Tape S40/102;;23/01/2026;010-INV180168;CASH_010_001;314,8;429,00;2;858,00;629,60;228,40;26,62
MBCSNJ54REF42;MB C/Suit Gold Range J54 Navy Refl Tape S42/107;;23/01/2026;010-INV180168;CASH_010_001;314,99;429,00;2;858,00;629,98;228,02;26,58
MBCSNJ54REF44;MB C/Suit Gold Range J54 Navy Refl Tape S44/112;;23/01/2026;010-INV180168;CASH_010_001;315,85;429,00;4;1 716,00;1 263,40;452,60;26,38
MBCSNJ54REF46;MB C/Suit Gold Range J54 Navy Refl Tape S46/117;;23/01/2026;010-INV180168;CASH_010_001;315;429,00;5;2 145,00;1 575,00;570,00;26,57
MBCSNJ54REF48;MB C/Suit Gold Range J54 Navy Refl Tape S48/122;;23/01/2026;010-INV180168;CASH_010_001;318,55;429,00;2;858,00;637,10;220,90;25,75
ACL120X60;Apron Chrome Leather 120 X 60cm;;23/01/2026;010-INV180169;CASH_010_001;85;120,00;2;240,00;170,00;70,00;29,17
M8810;3M8810 Dust Mist Resp FFP2 /P95 XZ005719335 ;;23/01/2026;010-CRN04196;RAND004_TVL;15;20,00;-240;-4 788,00;-3 600,00;-1 188,00;0,00
GT10 LP500;Glove Towelling Double Loopile Canvas Cuff AGP;;23/01/2026;010-CRN04196;RAND004_TVL;43,42;58,00;-20;-1 155,00;-868,40;-286,60;0,00
M8810;3M8810 Dust Mist Resp FFP2 /P95 XZ005719335 ;;23/01/2026;010-CRN04196;RAND004_TVL;15;20,00;-1 000;-19 950,00;-15 000,00;-4 950,00;0,00
FBB493005;Safety Boot Rhino Dual Density STC Black S05;;23/01/2026;010-INV180170;PIEN005_TVL;195;205,00;20;4 106,00;3 900,00;206,00;5,02
FBB493007;Safety Boot Rhino Dual Density STC Black S07;;23/01/2026;010-INV180170;PIEN005_TVL;195;205,00;30;6 159,00;5 850,00;309,00;5,02
FBB493008;Safety Boot Rhino Dual Density STC Black S08;;23/01/2026;010-INV180170;PIEN005_TVL;195;205,00;40;8 212,00;7 800,00;412,00;5,02
Sage 200 Evolution (Registered to Brian Pienaar North (Pty) Ltd);;;;;;;;;04/04/2026 18:43:19;;;
Sales Analysis Report;;;;;;;;;;Page 97 of 489;;
Item/Account;Description/Name;;TxDate;InvNum;Account;Unit Cost;Unit SellP;Quantity;Amount;Line Cost;Profit;GP %
;;;;;;;;;;;;
FBB493009;Safety Boot Rhino Dual Density STC Black S09;;23/01/2026;010-INV180170;PIEN005_TVL;195;205,00;20;4 106,00;3 900,00;206,00;5,02
FBB493010;Safety Boot Rhino Dual Density STC Black S10;;23/01/2026;010-INV180170;PIEN005_TVL;195;205,00;10;2 053,00;1 950,00;103,00;5,02
QD-30;Earplug Howard Leight QD-30 3301172 Corded SNR28dB;;23/01/2026;010-INV180171;PIEN005_TVL;6,81;7,00;1 500;10 770,00;10 215,00;555,00;5,15
FBB493008;Safety Boot Rhino Dual Density STC Black S08;;23/01/2026;010-INV180172;PIEN005_TVL;195;205,00;30;6 159,00;5 850,00;309,00;5,02
SOTJ54L36/92;C/Suit Trouser J54 Ladies S/Orr AGP S36/92  ;;23/01/2026;010-INV180173;CONS010_TVL;222;319,00;10;3 191,10;2 220,00;971,10;30,43
SEWTAPEA;Sewing On Reflective Tape 2 Arms or 2 Legs;;23/01/2026;010-INV180173;CONS010_TVL;12,22;0,00;10;0,00;122,20;-122,20;0,00
DOTARGON09;Safety Boot DOT Argon STC Black S09;;23/01/2026;010-INV180174;COMP003_TVL;185,03;265,00;1;264,56;185,03;79,53;30,06
DOTARGON08;Safety Boot DOT Argon STC Black S08;;23/01/2026;010-INV180174;COMP003_TVL;185,06;265,00;2;529,12;370,12;159,00;30,05
DOTARGON07;Safety Boot DOT Argon STC Black S07;;23/01/2026;010-INV180174;COMP003_TVL;185,27;265,00;5;1 322,80;926,35;396,45;29,97
DOTARGON06;Safety Boot DOT Argon STC Black S06;;23/01/2026;010-INV180174;COMP003_TVL;185,04;265,00;4;1 058,24;740,16;318,08;30,06
DOTARGON05;Safety Boot DOT Argon STC Black S05;;23/01/2026;010-INV180174;COMP003_TVL;185,09;265,00;3;793,68;555,27;238,41;30,04
DOTARGON04;Safety Boot DOT Argon STC Black S04;;23/01/2026;010-INV180174;COMP003_TVL;179;265,00;5;1 322,80;895,00;427,80;32,34
FSBRE50802;Safety Shoe Rebel Workpro NSTC Black S02;;23/01/2026;010-INV180174;COMP003_TVL;289,97;353,00;1;353,30;289,97;63,33;17,93
RMCCWSS;Rags Sterilised Coloured Vesting Price/Bail Per Kg;;23/01/2026;010-INV180175;BRAN001_TVL;11,95;18,00;100;1 750,00;1 195,00;555,00;31,71
GNBLL;Glove Disposable Nitrile Blue Powder Free L;;23/01/2026;010-INV180175;BRAN001_TVL;62,5;95,00;10;950,00;625,00;325,00;34,21
M501;3M501 PreFilter Retainer 70071731957;;23/01/2026;010-INV180176;CASH_010_001;10,92;17,00;4;68,00;43,68;24,32;35,76
M6897;3M6897 Head Harness 6800 Mask Each UR555583647;;23/01/2026;010-INV180177;CASH_010_001;360,77;550,00;1;550,00;360,77;189,23;34,41
1012500;S/Spec Honeywell Millenia Sport Clear Lens A/F A/S;;23/01/2026;010-INV180178;KIMB001_TVL;30,72;55,00;10;550,00;307,20;242,80;44,15
M6300;3M6300 Facepiece Dual Large XA007702674;;23/01/2026;010-INV180179;CASH_010_001;141,01;215,00;6;1 290,00;846,06;443,94;34,41
FBB9000408;Safety Boot Bova Neoflex STC Black S08 ;;23/01/2026;010-INV180180;CASH_010_001;480,04;680,00;1;680,00;480,04;199,96;29,41
FBLB5500607;Safety Boot Sisi Ladies Reese STC Black S07;;23/01/2026;010-INV180180;CASH_010_001;541,32;750,00;1;750,00;541,32;208,68;27,82
DOTFLEX09;Safety Boot DOT Flex STC Black S09;;23/01/2026;010-INV180181;COMP003_TVL;297;382,00;1;381,51;297,00;84,51;22,15
DOTFLEX07;Safety Boot DOT Flex STC Black S07;;23/01/2026;010-INV180181;COMP003_TVL;297;382,00;2;763,02;594,00;169,02;22,15
DOTFLEX06;Safety Boot DOT Flex STC Black S06;;23/01/2026;010-INV180181;COMP003_TVL;299,94;382,00;3;1 144,53;899,82;244,71;21,38
DOTFLEX05;Safety Boot DOT Flex STC Black S05;;23/01/2026;010-INV180181;COMP003_TVL;295,41;382,00;1;381,51;295,41;86,10;22,57
DOTFLEX04;Safety Boot DOT Flex STC Black S04;;23/01/2026;010-INV180181;COMP003_TVL;297;382,00;5;1 907,55;1 485,00;422,55;22,15
DOTFLEX03;Safety Boot DOT Flex STC Black S03;;23/01/2026;010-INV180181;COMP003_TVL;297;382,00;1;381,51;297,00;84,51;22,15
MBFJKTM;MB Freezer Jacket Navy M;;23/01/2026;010-INV180181;COMP003_TVL;248,54;300,00;1;300,00;248,54;51,46;17,15
MBFSTRSM;MB Freezer Trouser Navy M;;23/01/2026;010-INV180181;COMP003_TVL;172;233,00;1;233,35;172,00;61,35;26,29
GFGPVCKW;Glove Freezer 4 Layers Orange L S09;;23/01/2026;010-INV180181;COMP003_TVL;47;69,00;1;69,00;47,00;22,00;31,88
11-926/08;Ansell Hyflex Oil Repel Neoprene Nitrile Palm Coat;;23/01/2026;010-INV180182;CASH_010_001;72,81;102,00;60;6 142,50;4 368,60;1 773,90;28,88
11-926/09;Ansell Hyflex Oil Repel Neoprene Nitrile Palm Coat;;23/01/2026;010-INV180182;CASH_010_001;71,08;102,00;20;2 047,50;1 421,60;625,90;30,57
11-926/10;Ansell Hyflex Oil Repel Neoprene Nitrile Palm Coat;;23/01/2026;010-INV180182;CASH_010_001;71,65;102,00;10;1 023,75;716,50;307,25;30,01
11-926/11;Ansell Hyflex Oil Repel Neoprene Nitrile Palm Coat;;23/01/2026;010-INV180182;CASH_010_001;75,74;102,00;10;1 023,75;757,40;266,35;26,02
RE-DISDU-FFP2;Dust Mask Airmaxx FFP2 Disposeable Price Per Each;;23/01/2026;010-INV180183;CASH_010_001;2,3;3,00;3 000;10 237,50;6 900,00;3 337,50;32,60
MBCSNJ54REF48;MB C/Suit Gold Range J54 Navy Refl Tape S48/122;;23/01/2026;010-INV180184;CASH_010_001;318,55;429,00;1;429,00;318,55;110,45;25,75
MBCSNJ54REF50;MB C/Suit Gold Range J54 Navy Refl Tape S50/127;;23/01/2026;010-INV180184;CASH_010_001;315;429,00;1;429,00;315,00;114,00;26,57
M6300;3M6300 Facepiece Dual Large XA007702674;;23/01/2026;010-INV180185;CASH_010_001;141,01;205,00;2;410,00;282,02;127,98;31,21
M6059;3M6059 ABEK1 Org/Inorg Vapour Acid Gas/Ammonia GT;;23/01/2026;010-INV180185;CASH_010_001;92,41;130,00;4;520,00;369,64;150,36;28,92
M5935;3M5935 PreFilter P3 20/Box TI551152356 Price Each;;23/01/2026;010-INV180185;CASH_010_001;22,64;32,00;20;650,00;452,80;197,20;30,34
M501;3M501 PreFilter Retainer 70071731957;;23/01/2026;010-INV180185;CASH_010_001;10,92;15,00;4;60,00;43,68;16,32;27,20
MAXVISION;Goggle MaxVision Clear P/Carb Lens Anti Fog Foam;;23/01/2026;010-INV180185;CASH_010_001;60,12;90,00;2;180,00;120,24;59,76;33,20
RE420BK08;Safety Boot Rebel Hi Top STC Black S08;;23/01/2026;010-INV180186;CASH_010_001;859,95;1 215,00;2;2 430,00;1 719,90;710,10;29,22
RE420BK05;Safety Boot Rebel Hi Top STC Black S05;;23/01/2026;010-INV180186;CASH_010_001;859,95;1 215,00;1;1 215,00;859,95;355,05;29,22
Sage 200 Evolution (Registered to Brian Pienaar North (Pty) Ltd);;;;;;;;;04/04/2026 18:43:19;;;
Sales Analysis Report;;;;;;;;;;Page 98 of 489;;
Item/Account;Description/Name;;TxDate;InvNum;Account;Unit Cost;Unit SellP;Quantity;Amount;Line Cost;Profit;GP %
;;;;;;;;;;;;
FBB800106;Safety Boot Lemaitre Nomad STC Black S06;;23/01/2026;010-INV180187;HUNT001_WAD;511,62;550,00;1;550,00;511,62;38,38;6,98
FBB800111;Safety Boot Lemaitre Nomad STC Black S11;;23/01/2026;010-INV180187;HUNT001_WAD;511,62;550,00;1;550,00;511,62;38,38;6,98
CSTYXXXL;D14664003 Tyvek 500 Expert White CHF5 Type 5/6 3XL;;23/01/2026;010-INV180188;AFRI006_WAD;102,14;116,00;1 017;117 972,00;103 876,38;14 095,62;11,95
CSTYL;D14663977 Tyvek 500 Expert White CHF5 Type 5B/6B L;;23/01/2026;010-INV180188;AFRI006_WAD;98,36;116,00;750;87 000,00;73 770,00;13 230,00;15,21
SIHEMB5-10;In House Embroidery 5-10 ;;23/01/2026;010-INV180189;CASH_010_001;7,5;8,00;1;8,35;7,50;0,85;10,18
RRHVL#3XL;Rainsuit 2pc Rubberized Lime 3XL;;23/01/2026;010-INV180190;INEL001_WAD;89,89;108,00;300;32 385,00;26 967,00;5 418,00;16,73
M5935;3M5935 PreFilter P3 20/Box TI551152356 Price Each;;23/01/2026;010-INV180191;NASA001_WAD;22,64;32,00;720;23 040,00;16 300,80;6 739,20;29,25
GEXM;Glove Disp Exam Powdered Latex Non Sterile M;;23/01/2026;010-INV180192;SAAM001_TVL;55,98;69,00;20;1 389,60;1 119,60;270,00;19,43
GEXL;Glove Disp Exam Powdered Latex Non Sterile L;;23/01/2026;010-INV180192;SAAM001_TVL;55,53;69,00;200;13 896,00;11 106,00;2 790,00;20,08
APVCG600;Apron PVC H/D Green 110 X 70cm 600g;;23/01/2026;010-INV180193;CASH_010_001;49,17;74,00;10;740,00;491,70;248,30;33,55
M6057;3M6057 Org/Inor & Acid Gases/Vapours Cart ABE1;;23/01/2026;010-INV180194;SAAM001_TVL;92,32;188,00;120;22 597,20;11 078,40;11 518,80;50,97
M6200;3M6200 Facepiece Dual Medium XA007702658;;23/01/2026;010-INV180195;BPWA001_TVL;141,02;205,00;4;820,00;564,08;255,92;31,21
3301106/LL-30;Earplug H/Leight LaserLite Disp Corded SNR35dB;;23/01/2026;010-INV180195;BPWA001_TVL;4,03;6,00;1 000;6 000,00;4 030,00;1 970,00;32,83
RMCCWSS;Rags Sterilised Coloured Vesting Price/Bail Per Kg;;23/01/2026;010-INV180196;INDU004_TVL;11,95;17,00;25;427,50;298,75;128,75;30,12
37-185/09;Ansell Sol-Vex Green Nitrile Chem Glove 455mm S09;;23/01/2026;010-INV180196;INDU004_TVL;69,89;101,00;3;303,00;209,67;93,33;30,80
37-185/08;Ansell Sol-Vex Green Nitrile Chem Glove 455mm S08;;23/01/2026;010-INV180196;INDU004_TVL;69,96;101,00;2;202,00;139,92;62,08;30,73
3301106/LL-30;Earplug H/Leight LaserLite Disp Corded SNR35dB;;23/01/2026;010-INV180197;CONS010_TVL;4,03;6,00;1 000;5 520,00;4 030,00;1 490,00;26,99
M6300;3M6300 Facepiece Dual Large XA007702674;;23/01/2026;010-INV180198;CALD001_TVL;141,01;205,00;3;615,00;423,03;191,97;31,21
M6059;3M6059 ABEK1 Org/Inorg Vapour Acid Gas/Ammonia GT;;23/01/2026;010-INV180198;CALD001_TVL;92,41;130,00;16;2 080,00;1 478,56;601,44;28,92
806HLB-A12;Safety Hat Athol W/Lamp Bracket Dark Green ;;23/01/2026;010-INV180199;CASH_010_001;13,41;20,00;15;300,00;201,15;98,85;32,95
806HLB-A20;Safety Hat Athol W/Lamp Bracket Pink ;;23/01/2026;010-INV180199;CASH_010_001;13,52;20,00;5;100,00;67,60;32,40;32,40
806HLB-A29;Safety Hat Athol W/Lamp Bracket White ;;23/01/2026;010-INV180199;CASH_010_001;13,3;20,00;30;600,00;399,00;201,00;33,50
11-501/10;Ansell Hyflex Superior Cut/Heat Protection Nitrile;;23/01/2026;010-INV180200;SHEQ001_TVL;183,67;270,00;114;30 780,00;20 938,38;9 841,62;31,97
GNBLL;Glove Disposable Nitrile Blue Powder Free L;;23/01/2026;010-INV180201;BLIS001_TVL;62,5;95,00;2;190,00;125,00;65,00;34,21
RESPFG/FFP3V;Face Mask Foldable FFP3 Headband W/Valve 3112;;23/01/2026;010-INV180202;UNIL003_TVL;7,57;14,00;3 000;42 000,00;22 710,00;19 290,00;45,93
2113002;Earplug Uvex Whisper Reuseable Corded Was E2111200;;23/01/2026;010-INV180203;COBR002_TVL;4,39;6,00;250;1 465,00;1 097,50;367,50;25,09
FBB9000411;Safety Boot Bova Neoflex STC Black S11 ;;23/01/2026;010-INV180204;CASH_010_001;479,76;690,00;1;690,00;479,76;210,24;30,47
GSH13708;Gumboot Stimela Black/Grey+STC+Metatarsal S08;;23/01/2026;010-INV180204;CASH_010_001;291;475,00;1;475,00;291,00;184,00;38,74
WADER08;Gumboot Wader STC Green S08;;23/01/2026;010-INV180205;SHUT001_TVL;582,4;790,00;1;790,00;582,40;207,60;26,28
ACL120X60;Apron Chrome Leather 120 X 60cm;;23/01/2026;010-INV180206;SAAM001_TVL;85;106,00;17;1 802,51;1 445,00;357,51;19,83
MBFSTRSL;MB Freezer Trouser Navy L;;23/01/2026;010-INV180207;MPAC001_WAD;172,11;245,00;1;245,00;172,11;72,89;29,75
MBFSTRSM;MB Freezer Trouser Navy M;;23/01/2026;010-INV180208;MPAC001_WAD;172;245,00;4;980,00;688,00;292,00;29,80
LOVEBM;Underwear Thermal Vest Mens Long Sleeve Black M;;23/01/2026;010-CRN04197;SERI001_TVL;83,1;94,00;-50;-4 675,00;-4 155,00;-520,00;0,00
REFTAPEOS;Reflective Tape Orange/Silver/Orange 50mm X 50m;;23/01/2026;010-INV180209;PIEN005_TVL;2,83;3,00;2 000;5 960,00;5 660,00;300,00;5,03
DCBB08;Safety Boot DOT Chelsea STC Black S08;;23/01/2026;010-INV180210;FBCR001_TVL;345;500,00;1;500,00;345,00;155,00;31,00
DJBB06;Safety Boot DOT Jasmine Ladies STC  Black/Pink S06;;23/01/2026;010-INV180210;FBCR001_TVL;363,37;500,00;1;500,00;363,37;136,63;27,33
SILKYSOFT2PLY;Silky Soft Premier Toilet Paper 48 s 2 Ply Virgin;;23/01/2026;010-INV180210;FBCR001_TVL;220;299,00;1;299,00;220,00;79,00;26,42
GSNSML;Glove Green Super Nitrile (S) (Marked as S07);;23/01/2026;010-INV180210;FBCR001_TVL;12,86;21,00;5;105,00;64,30;40,70;38,76
3956146;Dust Mask Drager FFP2V X-plore FoldFlat Price/Mask;;23/01/2026;010-INV180211;CASH_010_001;6,26;9,00;15;138,00;93,90;44,10;31,96
MBCSNJ54REF36;MB C/Suit Gold Range J54 Navy Refl Tape S36/92;;23/01/2026;010-INV180212;CASH_010_001;321,15;429,00;1;429,00;321,15;107,85;25,14
M6059;3M6059 ABEK1 Org/Inorg Vapour Acid Gas/Ammonia GT;;23/01/2026;010-INV180213;TIFF001_WAD;92,41;130,00;16;2 080,00;1 478,56;601,44;28,92
M5935;3M5935 PreFilter P3 20/Box TI551152356 Price Each;;23/01/2026;010-INV180213;TIFF001_WAD;22,64;32,00;60;1 950,00;1 358,40;591,60;30,34
M6059;3M6059 ABEK1 Org/Inorg Vapour Acid Gas/Ammonia GT;;23/01/2026;010-INV180214;EWN&001_TVL;92,41;130,00;6;780,00;554,46;225,54;28,92
M6300;3M6300 Facepiece Dual Large XA007702674;;23/01/2026;010-INV180214;EWN&001_TVL;141,01;195,00;2;390,00;282,02;107,98;27,69
Sage 200 Evolution (Registered to Brian Pienaar North (Pty) Ltd);;;;;;;;;04/04/2026 18:43:19;;;
Sales Analysis Report;;;;;;;;;;Page 99 of 489;;
Item/Account;Description/Name;;TxDate;InvNum;Account;Unit Cost;Unit SellP;Quantity;Amount;Line Cost;Profit;GP %
;;;;;;;;;;;;
FBB9000607;Safety Boot Bova Chelsea STC Black S07 ;;23/01/2026;010-INV180215;MPAC001_WAD;701,32;758,00;1;758,00;701,32;56,68;7,48
FBLB5560505;Shoe Sisi Jennifer APT STC  Blk S05;;23/01/2026;010-INV180216;CONS004_TVL;571,4;647,00;1;646,66;571,40;75,26;11,64
REBEL/INSOLE#5;Inner Sole Rebel Footbed S05;;23/01/2026;010-INV180216;CONS004_TVL;69,95;104,00;1;104,24;69,95;34,29;32,90
REBEL/INSOLE#7;Inner Sole Rebel Footbed S07;;23/01/2026;010-INV180216;CONS004_TVL;69,95;104,00;6;625,44;419,70;205,74;32,90
42-876/08;Glove Maxiflex Ultimate Adapt F/Dipped 4131 M S08;;23/01/2026;010-INV180217;CONS004_TVL;69;84,00;55;4 616,70;3 795,00;821,70;17,80
M5935;3M5935 PreFilter P3 20/Box TI551152356 Price Each;;23/01/2026;010-INV180218;BISO001_TVL;22,64;29,00;200;5 800,00;4 528,00;1 272,00;21,93
3301106/LL-30;Earplug H/Leight LaserLite Disp Corded SNR35dB;;23/01/2026;010-INV180219;CONS010_TVL;4,03;5,00;3 800;20 748,00;15 314,00;5 434,00;26,19
VS-958CR;S/Spec Sportmax Sporty Clear Lens Anti-scratch;;23/01/2026;010-INV180219;CONS010_TVL;8,42;20,00;220;4 312,00;1 852,40;2 459,60;57,04
GL-CUT5WR S09;Glove Tru Touch Cut 5 K/Wrist Foam Nitrile L S09;;23/01/2026;010-INV180219;CONS010_TVL;50,95;70,00;120;8 457,60;6 114,00;2 343,60;27,71
FSC;Face Shield Clear C/W 1mm Clear Visor & B/Guard ;;23/01/2026;010-INV180219;CONS010_TVL;17,39;113,00;4;452,96;69,56;383,40;84,64
MCWS;"Mop Cap Single Elastic 18""  White 100/Pack";;23/01/2026;010-INV180219;CONS010_TVL;15,13;21,00;2;42,32;30,26;12,06;28,50
42-876/10;Glove Maxiflex Ultimate Adapt F/Dipped XL S10;;23/01/2026;010-INV180219;CONS010_TVL;69;84,00;132;11 080,08;9 108,00;1 972,08;17,80
42-876/08;Glove Maxiflex Ultimate Adapt F/Dipped 4131 M S08;;23/01/2026;010-INV180219;CONS010_TVL;69;84,00;120;10 072,80;8 280,00;1 792,80;17,80
FSC3B;Face Shield 3mm Clear Visor C/W Browguard;;23/01/2026;010-INV180220;CONS004_TVL;65;113,00;40;4 529,60;2 600,00;1 929,60;42,60
42/876-07;Glove Maxiflex Ultimate Adapt F/Dipped 4131 S S07;;23/01/2026;010-INV180220;CONS004_TVL;69;84,00;52;4 364,88;3 588,00;776,88;17,80
MBCSJNAF46;MB C/Suit Jacket D59FA Navy S46/117;;23/01/2026;010-INV180221;KLIN001_TVL;225;300,00;2;600,00;450,00;150,00;25,00
MBCSTNAF42;MB C/Suit Trouser D59FA Navy Sasol Spec S42/107;;23/01/2026;010-INV180221;KLIN001_TVL;225;300,00;2;600,00;450,00;150,00;25,00
MBCSTNAF30;MB C/Suit Trouser D59FA Navy Sasol Spec S30/77;;23/01/2026;010-INV180222;KLIN001_TVL;225;300,00;2;600,00;450,00;150,00;25,00
MBCSJNAF36;MB C/Suit Jacket D59FA Navy S36/92;;23/01/2026;010-INV180222;KLIN001_TVL;225;300,00;2;600,00;450,00;150,00;25,00
FX2-CB-S1P08;Safety Boot Rebel Chelsea STC SMS Black S08;;23/01/2026;010-INV180222;KLIN001_TVL;559,95;750,00;1;750,00;559,95;190,05;25,34
GT10 LP500;Glove Towelling Double Loopile Canvas Cuff AGP;;23/01/2026;010-INV180223;SAMP027_TVL;43,42;75,00;1;75,00;43,42;31,58;42,11
M6200;3M6200 Facepiece Dual Medium XA007702658;;23/01/2026;010-INV180223;SAMP027_TVL;141,02;198,00;1;197,68;141,02;56,66;28,66
M6501QL;3M Quick Latch Drop Down Silicon Dual Facepiece S;;23/01/2026;010-INV180223;SAMP027_TVL;343,83;482,00;1;481,62;343,83;137,79;28,61
GSH13808;Gumboot Stimela Black/Grey+STC+Metatarsal+SMS S08;;23/01/2026;010-INV180224;NOLI001_TVL;331,2;400,00;2;800,00;662,40;137,60;17,20
GSH13809;Gumboot Stimela Black/Grey+STC+Metatarsal+SMS S09;;23/01/2026;010-INV180224;NOLI001_TVL;331,2;400,00;1;400,00;331,20;68,80;17,20
GSH13810;Gumboot Stimela Black/Grey+STC+Metatarsal+SMS S10;;23/01/2026;010-INV180224;NOLI001_TVL;326,84;400,00;1;400,00;326,84;73,16;18,29
GSH13811;Gumboot Stimela Black/Grey+STC+Metatarsal+SMS S11;;23/01/2026;010-INV180224;NOLI001_TVL;331,2;400,00;1;400,00;331,20;68,80;17,20
XBG25SMS08;Gumboot Stimela XP Black/Grey STC+Metatarsal S08;;23/01/2026;010-INV180224;NOLI001_TVL;247,5;355,00;5;1 775,00;1 237,50;537,50;30,28
XBG25SMS09;Gumboot Stimela XP Black/Grey STC+Metatarsal S09;;23/01/2026;010-INV180224;NOLI001_TVL;247,5;355,00;5;1 775,00;1 237,50;537,50;30,28
XBG25SMS10;Gumboot Stimela XP Black/Grey STC+Metatarsal S10;;23/01/2026;010-INV180224;NOLI001_TVL;247,5;355,00;5;1 775,00;1 237,50;537,50;30,28
XBG25SMS11;Gumboot Stimela XP Black/Grey STC+Metatarsal S11;;23/01/2026;010-INV180224;NOLI001_TVL;247,5;355,00;5;1 775,00;1 237,50;537,50;30,28
XBG25SMS12;Gumboot Stimela XP Black/Grey STC+Metatarsal S12;;23/01/2026;010-INV180224;NOLI001_TVL;247,5;355,00;5;1 775,00;1 237,50;537,50;30,28
SC3322;Socks Wool Cold Room Miners Grey Long 5005;;23/01/2026;010-INV180224;NOLI001_TVL;18,5;23,00;22;506,00;407,00;99,00;19,57
RE80110;Safety Shoe Rebel Glider Comp Toe Cap Black S10;;23/01/2026;010-INV180225;SYNE001_WAD;609,95;813,00;1;813,33;609,95;203,38;25,01
RWCLL;Reflective Vest EN4 Mesh Lime Zip & ID Pouch L;;23/01/2026;010-INV180225;SYNE001_WAD;28,7;58,00;30;1 740,00;861,00;879,00;50,52
M6312L;3M6300 Respirator Starter Pack DE272917282 4/Case;;23/01/2026;010-INV180226;CASH_010_001;872,87;1 225,00;12;14 700,00;10 474,44;4 225,56;28,75
M6051;3M6051 (6001) Organic Vapour Cart A1 GT500084063;;23/01/2026;010-INV180226;CASH_010_001;105,79;148,00;16;2 360,00;1 692,64;667,36;28,28
M2138;3M2138(2097) OV/AG Filter P100/P3 70071091717;;23/01/2026;010-INV180226;CASH_010_001;73,5;110,00;40;4 400,00;2 940,00;1 460,00;33,18
SILKYSOFT2PLY;Silky Soft Premier Toilet Paper 48 s 2 Ply Virgin;;23/01/2026;010-INV180227;CASH_010_001;220;244,00;1;244,45;220,00;24,45;10,00
RE65206;Safety Boot Rebel Crazy Horse STC Tan S06;;23/01/2026;010-INV180228;CASH_010_001;1269,95;1 700,00;1;1 700,00;1 269,95;430,05;25,30
RE65208;Safety Boot Rebel Crazy Horse STC Tan S08;;23/01/2026;010-INV180228;CASH_010_001;1269,95;1 700,00;1;1 700,00;1 269,95;430,05;25,30
BOVASOCK;Socks Bova Black Anti Bacterial / A/Static 00004;;23/01/2026;010-INV180228;CASH_010_001;43,39;60,00;6;360,00;260,34;99,66;27,68
RE65209;Safety Boot Rebel Crazy Horse STC Tan S09;;23/01/2026;010-INV180228;CASH_010_001;1269,95;1 700,00;1;1 700,00;1 269,95;430,05;25,30
